,x,X,n_trials,a_rew,a_pun,K,theta,omega_f,omega_p,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,Accuracy
69,"[1, 3, 0, 1, 3, 2, 0, 1, 0, 2, 1, 0, 3, 1, 2, 3, 1, 2, 2, 2, 1, 2, 0, 2, 3, 1, 3, 1, 2, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 2, 0, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 0, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 0, 3]","[1.0, 0.5, 1.0, 0.8, 0.4, 0.5, 1.2, 1.1, -0.7000000000000001, 0.6000000000000001, 1.2, 0.9, 0.45, 0.9, -0.1, 0.45, 1.0, 0.55, 0.05, 0.45, 0.9, 0.0, -1.9, 0.45, 0.55, 1.2, 0.6000000000000001, -11.4, 0.1, 0.4, 0.55, 0.5, -1.9, -0.1, 0.55, 0.30000000000000004, -0.1, 0.55, 0.4, 0.45, 1.0, 0.45, 0.6000000000000001, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.4, 0.30000000000000004, 0.15, 0.1, 0.55, 0.45, 0.4, -0.35000000000000003, 0.55, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.65, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, -1.2, 0.7000000000000001, 0.45, 0.5, -2.05, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.6000000000000001, 0.5, 0.6000000000000001, 0.4, 0.55, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 1.2, 0.65]",100,0.0363140011,0.4513793385,0.7523330944000001,3.98710733,-0.1427504538,-0.6946155942000001,1,3,0,1,3,2,0,1,0,2,1,0,3,1,2,3,1,2,2,2,1,2,0,2,3,1,3,1,2,3,3,3,3,2,2,2,2,3,3,2,0,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,0,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,0,3,63.0
70,"[0, 1, 3, 1, 1, 2, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 0, 3, 2, 2, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3]","[1.0, 1.0, 0.5, 0.8, 1.1, 0.5, 1.2, -0.7000000000000001, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.6000000000000001, -0.1, 0.9, 0.4, 0.55, 0.05, 0.45, 0.45, 0.45, 0.55, 0.0, 0.6000000000000001, 0.4, 0.55, 0.45, 0.5, 0.1, -1.9, -0.1, -1.9, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 1.0, -1.2, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 1.2, -1.4, -2.6, 0.6000000000000001]",100,0.1451994439,0.8425753873,3.6317888169,3.995295325,0.6367107359,-1.0072212187,0,1,3,1,1,2,0,0,1,1,1,1,1,1,2,2,0,3,2,2,3,3,2,3,2,3,3,3,2,3,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,3,76.0
71,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 0, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 0, 3, 3, 0, 3, 3]","[1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 1.0, 1.2, -0.7000000000000001, 0.5, 0.6000000000000001, -0.1, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.9, 0.55, 0.05, 0.45, -1.9, 0.0, 0.45, 0.1, -0.1, 0.55, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.4, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.6000000000000001, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.4, 0.1, 0.45, 0.8, 0.45, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.55, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.65, 0.7000000000000001, 0.5, -2.05, 1.0, 0.6000000000000001, 0.55, -1.2, 0.65, 0.8]",100,0.046232468900000004,0.7525260598,0.15248649250000001,3.0018678185,1.8547163785,0.790043806,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,0,2,2,2,0,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,3,3,0,3,3,82.0
72,"[0, 1, 0, 0, 2, 1, 1, 2, 3, 0, 2, 2, 0, 1, 3, 1, 2, 3, 1, 2, 3, 1, 2, 1, 3, 1, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 0, 2, 0, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 0, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3]","[1.0, 1.0, 1.2, -0.7000000000000001, 0.5, 0.8, 1.1, 0.6000000000000001, 0.5, 0.9, -0.1, 0.55, -1.9, 1.2, 0.4, 0.9, 0.05, 0.45, 1.0, 0.45, 0.45, 0.9, 0.0, 1.2, 0.55, -11.4, 0.45, 0.6000000000000001, 0.1, 0.4, -0.1, 0.55, 0.55, 0.30000000000000004, 0.5, -0.1, 0.45, -1.9, 0.45, 1.0, 0.4, -1.2, 0.25, -0.15, 0.7000000000000001, 1.2, -0.1, 0.6000000000000001, -1.4, 0.4, 0.55, 0.30000000000000004, 0.55, 0.15, 0.4, 0.1, 0.6000000000000001, 0.55, 0.4, 0.4, 0.45, -0.35000000000000003, 0.55, 0.30000000000000004, 0.65, 0.7000000000000001, 0.4, 0.5, 0.75, -2.05, 0.30000000000000004, 0.35000000000000003, -2.6, 0.45, 0.6000000000000001, 0.65, 0.55, -0.2, 0.65, 0.5, 0.8, 0.4, -0.05, 0.8, 0.4, 0.65, -2.45, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.6000000000000001, 0.45, -0.15, 0.55, 0.65, 0.0, 0.75]",100,0.6588944901,0.7363602709,0.9145186577000001,2.2751671553,-0.6408740851,-0.7906449112,0,1,0,0,2,1,1,2,3,0,2,2,0,1,3,1,2,3,1,2,3,1,2,1,3,1,2,3,2,3,2,2,3,2,3,2,2,3,2,0,2,0,2,2,2,0,2,2,0,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,2,0,2,3,2,3,2,3,2,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,2,3,73.0
73,"[2, 3, 1, 1, 2, 3, 0, 3, 2, 1, 1, 0, 2, 1, 0, 3, 0, 3, 1, 3, 1, 0, 0, 3, 2, 3, 0, 3, 3, 1, 1, 0, 2, 2, 0, 2, 2, 2, 1, 3, 3, 3, 1, 2, 2, 3, 3, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 0, 2, 3, 2, 3, 1, 2, 0, 1, 3, 3, 0, 1, 2, 0, 3, 3, 2, 0, 0, 2, 2, 3, 2, 3, 2, 0, 1, 1, 3, 2, 0, 2, 3, 2, 3, 0, 0, 2, 0, 3, 2, 1]","[0.5, 0.5, 1.0, 0.8, 0.6000000000000001, 0.4, 1.0, 0.45, -0.1, 1.1, 1.2, 1.2, 0.55, 0.9, -0.7000000000000001, 0.45, 0.9, 0.55, 1.0, 0.6000000000000001, 0.9, -1.9, 1.0, 0.4, 0.05, 0.55, -1.2, 0.5, -1.9, 1.2, -11.4, 1.2, 0.45, 0.0, -1.4, 0.45, 0.1, -0.1, 0.8, 0.55, 0.4, 0.6000000000000001, 1.1, 0.55, 0.30000000000000004, 0.4, 0.45, -0.1, 0.45, 0.45, 0.4, 0.55, 0.65, 0.7000000000000001, 0.25, -0.15, 0.7000000000000001, -2.6, -0.1, 0.5, 0.6000000000000001, -2.05, 1.0, 0.4, 1.1, 0.9, 0.6000000000000001, 0.55, -2.2, -13.7, 0.55, 0.9, 0.65, 0.8, 0.30000000000000004, -1.5, -0.8, 0.15, 0.1, 0.4, 0.55, 0.8, 0.4, 1.1, 1.2, 1.3, 0.4, -0.35000000000000003, -2.1, 0.30000000000000004, 0.65, 0.4, -2.45, -0.2, -1.3, 0.75, 1.0, 0.6000000000000001, 0.30000000000000004, 1.1]",100,0.0910450741,0.5508866138,0.9019309086,0.0217950207,-0.008701393200000001,-0.7950456673,2,3,1,1,2,3,0,3,2,1,1,0,2,1,0,3,0,3,1,3,1,0,0,3,2,3,0,3,3,1,1,0,2,2,0,2,2,2,1,3,3,3,1,2,2,3,3,2,2,2,2,3,3,3,2,2,2,0,2,3,2,3,1,2,0,1,3,3,0,1,2,0,3,3,2,0,0,2,2,3,2,3,2,0,1,1,3,2,0,2,3,2,3,0,0,2,0,3,2,1,37.0
74,"[1, 0, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 2, 2, 3, 3, 3, 2, 3, 3, 0, 2, 3, 3, 3, 2, 3, 3, 0, 3, 0, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2]","[1.0, 1.0, 0.5, 0.8, 0.4, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 1.2, 0.45, -0.7000000000000001, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.9, 0.6000000000000001, 0.5, 0.6000000000000001, 0.55, 0.65, 0.8, -0.1, 0.4, 0.8, -1.9, 0.55, 0.4, 0.65, -2.45, 0.05, 0.6000000000000001, 0.65, 1.0, 0.75, -1.2, 0.6000000000000001, 0.65, -2.5, 0.45, 0.85, 0.0, 0.45, 0.55, 0.7000000000000001, 0.55, 0.7000000000000001, 0.8, 0.65, 0.7000000000000001, -2.7, 0.9, 0.5, 0.6000000000000001, 0.75, 0.6000000000000001, 0.75, 0.85, 0.7000000000000001, 0.75, 0.85, 0.9500000000000001, 0.55, -3.1, 0.8, 0.65, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, 1.2, -0.1, -1.4, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, -2.6, 0.6000000000000001]",100,0.1419054415,0.15906496,1.1083049828,2.4326495528,1.7221949529,-1.1757886727,1,0,3,1,3,1,1,1,1,1,1,1,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,3,3,3,2,3,3,0,2,3,3,3,2,3,3,0,3,0,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,72.0
75,"[3, 1, 1, 1, 3, 0, 1, 2, 2, 1, 1, 2, 2, 1, 3, 1, 1, 3, 3, 2, 2, 0, 2, 0, 0, 2, 0, 0, 2, 3, 0, 0, 2, 0, 2, 2, 3, 3, 3, 2, 3, 3, 3, 0, 0, 0, 2, 2, 0, 2, 3, 2, 3, 2, 0, 0, 2, 2, 3, 0, 3, 0, 0, 2, 3, 0, 2, 3, 3, 3, 3, 3, 0, 3, 0, 3, 0, 0, 3, 2, 3, 0, 3, 2, 0, 2, 3, 2, 3, 2, 3, 0, 0, 2, 0, 2, 2, 2, 0, 3]","[0.5, 1.0, 0.8, 1.1, 0.4, 1.0, 1.2, 0.5, 0.6000000000000001, 0.9, 1.0, -0.1, 0.55, 0.9, 0.45, 1.2, -11.4, 0.45, 0.55, 0.05, 0.45, 1.2, 0.0, -0.7000000000000001, 0.9, 0.45, -1.9, 1.0, 0.1, 0.6000000000000001, -1.2, 1.2, -0.1, -1.4, 0.55, 0.30000000000000004, 0.4, 0.55, 0.5, -0.1, -1.9, 0.55, 0.4, -2.6, 1.1, -2.2, 0.45, 0.45, 0.9, 0.4, 0.6000000000000001, 0.25, 0.4, -0.15, -1.5, -0.8, 0.7000000000000001, -0.1, 0.45, 1.1, 0.55, -2.1, -0.2, 0.6000000000000001, 0.65, -1.3, 0.4, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.55, 1.0, 0.65, -1.3, 0.8, -1.6, 1.1, 0.4, 0.55, 0.8, -2.4, 0.4, 0.30000000000000004, 1.0, 0.15, 0.65, 0.1, -2.45, 0.55, 0.6000000000000001, -0.8, -1.2, 0.4, -0.4, -0.35000000000000003, 0.30000000000000004, 0.4, -1.1, 0.65]",100,0.7138955665000001,0.7995690609,4.1336254815,0.5322511488,-1.0132906211,1.7481544928,3,1,1,1,3,0,1,2,2,1,1,2,2,1,3,1,1,3,3,2,2,0,2,0,0,2,0,0,2,3,0,0,2,0,2,2,3,3,3,2,3,3,3,0,0,0,2,2,0,2,3,2,3,2,0,0,2,2,3,0,3,0,0,2,3,0,2,3,3,3,3,3,0,3,0,3,0,0,3,2,3,0,3,2,0,2,3,2,3,2,3,0,0,2,0,2,2,2,0,3,35.0
76,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]","[0.5, 0.6000000000000001, -0.1, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 1.0, 1.2, -0.7000000000000001, 0.55, 0.30000000000000004, -0.1, 0.9, -1.9, 0.45, 0.45, 0.4, 0.25, -0.15, 1.0, -1.2, 0.7000000000000001, -0.1, 1.2, -1.4, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, -2.6, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.6000000000000001]",100,0.9230221412,0.6840448358,4.6517035641,4.1656365429,1.415309297,-0.23811020800000002,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,94.0
77,"[3, 2, 1, 1, 2, 2, 1, 3, 1, 3, 1, 2, 1, 0, 3, 2, 1, 1, 0, 0, 0, 1, 0, 3, 2, 3, 0, 3, 0, 0, 2, 3, 0, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 3, 0, 3, 0, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2, 0, 3, 2, 3, 3, 2, 0, 3, 2]","[0.5, 0.5, 1.0, 0.8, 0.6000000000000001, -0.1, 1.1, 0.4, 1.2, 0.45, 0.9, 0.55, 1.0, 1.0, 0.45, 0.05, 0.9, 1.2, 1.2, -0.7000000000000001, 0.9, -11.4, -1.9, 0.55, 0.45, 0.6000000000000001, 1.0, 0.4, -1.2, 1.2, 0.0, 0.55, -1.4, -2.6, 0.5, -1.9, 1.1, 0.45, -2.2, 0.9, -1.5, -0.8, 1.1, 0.1, -2.1, -0.2, -1.3, 1.0, -1.3, -0.1, -1.6, 1.1, 0.55, 0.30000000000000004, -2.4, 1.0, -0.1, -0.8, -1.2, -0.4, -1.1, 1.2, 0.45, -2.2, -0.8, -1.1, 0.45, -1.2, -0.4, 1.5, -0.1, -1.8, 0.4, -2.0, 1.1, 0.25, -2.1, 0.55, -0.7000000000000001, 0.4, -1.0, -0.15, 0.7000000000000001, 0.6000000000000001, -0.1, 0.4, 0.45, 0.6000000000000001, 0.4, 0.55, 0.55, -1.1, 0.65, 0.30000000000000004, 0.7000000000000001, 0.5, 0.15, -0.30000000000000004, -2.05, 0.1]",100,0.7009048279,0.220745454,3.6053692394,4.4574414929,-1.0517178087,0.7075598519,3,2,1,1,2,2,1,3,1,3,1,2,1,0,3,2,1,1,0,0,0,1,0,3,2,3,0,3,0,0,2,3,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,3,0,3,0,2,2,3,2,3,3,2,2,3,2,0,3,2,3,3,2,0,3,2,54.0
78,"[2, 2, 2, 3, 1, 1, 2, 2, 2, 2, 3, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[0.5, 0.6000000000000001, -0.1, 0.5, 1.0, 0.8, 0.55, 0.05, 0.45, 0.0, 0.4, 0.45, 0.1, -0.1, 1.0, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 1.1, 1.2, 0.15, 0.1, 0.9, 1.0, 0.9, 1.2, -11.4, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 1.2, -0.7000000000000001, 0.9, -1.9, 1.0, -1.2, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 1.2, -1.4, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.55]",100,0.2032716709,0.2286238307,4.9154615438,3.7812723265,0.5828618697,1.144854117,2,2,2,3,1,1,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,85.0
79,"[0, 2, 3, 1, 0, 2, 2, 1, 0, 3, 2, 0, 1, 0, 3, 1, 3, 1, 1, 1, 1, 1, 3, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 0, 0, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 0, 2, 2, 2, 2, 2, 3, 2, 0, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3]","[1.0, 0.5, 0.5, 1.0, 1.2, 0.6000000000000001, -0.1, 0.8, -0.7000000000000001, 0.4, 0.55, 0.9, 1.1, -1.9, 0.45, 1.2, 0.45, 0.9, 1.0, 0.9, 1.2, -11.4, 0.55, 0.05, 0.6000000000000001, 0.45, 0.4, 0.0, 0.45, 0.55, 0.1, 0.5, -0.1, -1.9, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, 0.55, -0.1, 1.0, -1.2, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.4, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.6000000000000001, 0.4, 0.75, 0.30000000000000004, 1.2, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, 0.4, -0.05, -1.4, 0.45, 0.1, 0.55, 0.65, 0.7000000000000001, 0.45, 0.5, 0.8, 0.35000000000000003, -2.05, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.6000000000000001, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.55]",100,0.07995317910000001,0.42111984690000004,0.688995248,4.487870308,0.7651187977,-0.7333321061,0,2,3,1,0,2,2,1,0,3,2,0,1,0,3,1,3,1,1,1,1,1,3,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,0,0,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,3,2,0,3,2,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,67.0
80,"[3, 0, 0, 0, 3, 2, 2, 2, 2, 3, 2, 2, 1, 2, 0, 2, 3, 1, 2, 3, 1, 3, 1, 1, 0, 3, 2, 3, 2, 3, 3, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0.5, 1.0, 1.2, -0.7000000000000001, 0.4, 0.5, 0.6000000000000001, -0.1, 0.55, 0.45, 0.05, 0.45, 1.0, 0.0, 0.9, 0.45, 0.45, 0.8, 0.1, 0.55, 1.1, 0.6000000000000001, 1.2, 0.9, -1.9, 0.4, -0.1, 0.55, 0.55, 0.5, -1.9, 0.30000000000000004, -0.1, 1.0, 0.9, 0.45, 0.45, 1.2, 0.4, 0.25, -11.4, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.55, 1.0, -1.2, 1.2, -1.4, -2.6, 0.4, 1.1, 0.6000000000000001, -2.2, 0.9, -1.5, -0.8, 1.1, -2.1, -0.2]",100,0.053360767600000004,0.9583093603,0.9656385921,2.0998652352,-1.1811832335,0.0930844693,3,0,0,0,3,2,2,2,2,3,2,2,1,2,0,2,3,1,2,3,1,3,1,1,0,3,2,3,2,3,3,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,68.0
